Triplet_ID,Anchor,Positive,Negative,Hardness Score
1,Sha_wind2_b100_m1.3_1.avi,Silk_wind1_b100_m0.7_1.avi,Sweater_wind2_b0.001_m1.7_1.avi,5
2,Cotton_wind3_b1_m1.7_1.avi,Cotton_wind1_b1_m0.3_1.avi,Sweater_wind3_b100_m1_1.avi,7
3,Cotton_wind2_b10_m1.7_1.avi,FeltGreen_wind2_b10_m0.5_1.avi,Fleece_wind2_b0.001_m0.3_1.avi,4
4,Sha_wind2_b0.001_m1.3_1.avi,FeltGreen_wind3_b0.001_m1.7_1.avi,FeltGreen_wind2_b10_m0.7_1.avi,6
5,FeltGreen_wind1_b0.1_m1.7_1.avi,Cotton_wind1_b0.1_m0.7_1.avi,Sha_wind1_b100_m1_1.avi,6
6,Fleece_wind1_b10_m1_1.avi,Fleece_wind2_b10_m0.1_1.avi,Fleece_wind1_b1_m0.1_1.avi,5
7,FeltGreen_wind2_b0.1_m1.3_1.avi,Fleece_wind3_b0.1_m1.3_1.avi,Fleece_wind2_b1_m0.1_1.avi,3
8,Bro_wind1_b0.001_m0.3_1.avi,Bro_wind1_b0.001_m0.7_1.avi,Sweater_wind2_b1_m0.5_1.avi,5
9,Sweater_wind3_b10_m1.3_1.avi,FeltGreen_wind2_b10_m0.5_1.avi,Silk_wind2_b100_m0.5_1.avi,3
10,Cotton_wind1_b0.01_m0.1_1.avi,Cotton_wind1_b0.01_m0.3_1.avi,Sha_wind1_b100_m1_1.avi,3
11,Sha_wind2_b0.1_m0.1_1.avi,FeltGreen_wind2_b0.1_m1.7_1.avi,Sha_wind2_b0.01_m0.7_1.avi,7
12,Fleece_wind2_b1_m0.3_1.avi,Cotton_wind1_b1_m0.7_1.avi,Sweater_wind3_b100_m1.3_1.avi,7
13,Sha_wind1_b1_m0.7_1.avi,Sha_wind3_b1_m0.3_1.avi,Cotton_wind1_b10_m1.7_1.avi,2
14,FeltGreen_wind1_b10_m0.7_1.avi,Fleece_wind3_b10_m1_1.avi,FeltGreen_wind1_b0.01_m1.7_1.avi,3
